,ORF Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SGD ID,Gene Name,Gene Length,Verified ORF?,Chromosome,Start,End,Strand,Description
140,YER053C-A,45.806298,1.994929208,0.284924746,6.774906011,1.24E-11,5.67E-11,S000007523,YER053C-A,114,Verified,chrV,260933,261046,-1,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; protein abundance increases in response to DNA replication stress
141,YER054C,97.20111078,1.097972282,0.180376498,6.072809211,1.26E-09,4.84E-09,S000000856,GIP2,1647,Verified,chrV,262052,263698,-1,"Putative regulatory subunit of protein phosphatase Glc7p; involved in glycogen metabolism; contains a conserved motif (GVNK motif) that is also found in Gac1p, Pig1p, and Pig2p; GIP2 has a paralog, PIG2, that arose from the whole genome duplication"
142,YER055C,3520.075498,1.046833069,0.069390432,15.08503046,2.03E-51,5.36E-50,S000000857,HIS1,894,Verified,chrV,264892,265785,-1,"ATP phosphoribosyltransferase; a hexameric enzyme, catalyzes the first step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control"
143,YER061C,365.3511723,1.207961578,0.104319456,11.57325368,5.63E-31,7.41E-30,S000000863,CEM1,1329,Verified,chrV,278298,279626,-1,Mitochondrial beta-keto-acyl synthase; possible role in fatty acid synthesis; required for mitochondrial respiration; human homolog OXSM can complement yeast cem1 null mutant
144,YER066C-A,47.36062866,1.588752746,0.243945073,6.435026293,1.23E-10,5.15E-10,S000002959,YER066C-A,501,Dubious,chrV,291703,292203,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YER067W"
145,YER067W,93.94666096,1.295877047,0.196915958,6.551924308,5.68E-11,2.45E-10,S000000869,RGI1,486,Verified,chrV,292066,292551,1,"Protein of unknown function; involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion or in response to DNA replication stress; RGI1 has a paralog, RGI2, that arose from the whole genome duplication"
146,YER068C-A,202.4338291,4.276332297,0.27668351,14.77084098,2.26E-49,5.63E-48,S000028749,YER068C-A,432,Dubious,chrV,295301,295732,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF ARG5,6/YER069W"
147,YER069W,4634.359405,3.659983027,0.199858153,18.30958777,6.94E-75,3.65E-73,S000000871,"ARG5,6",2592,Verified,chrV,295410,298001,1,"Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"
148,YER071C,165.4073144,1.286868192,0.138706477,9.256284455,2.12E-20,1.68E-19,S000000873,TDA2,381,Verified,chrV,301947,302327,-1,Subunit of a complex that associates with actin filaments; forms a complex with Aim21p that inhibits barbed end F-actin assembly; elevates actin monomer pools to increase endocytotic efficiency and to regulate the distribution of actin between cables and patches; Aim21p/Tda2p forms a larger complex with actin capping proteins Cap1p and Cap2p; TcTex1-type dynein light chain family member; null mutant is sensitive to expression of the top1-T722A allele
149,YER078C,445.3577653,1.292102078,0.14513046,8.895532919,5.81E-19,4.31E-18,S000000880,ICP55,1536,Verified,chrV,316807,318342,-1,"Mitochondrial aminopeptidase; cleaves the N termini of at least 38 imported proteins after cleavage by the mitochondrial processing peptidase (MPP), thereby increasing their stability; member of the aminopeptidase P family"
150,YER079W,248.5788791,1.888661529,0.121301096,15.52193133,2.47E-54,7.20E-53,S000000881,YER079W,633,Uncharacterized,chrV,318920,319552,1,Putative protein of unknown function
151,YER090W,3019.782443,1.464347643,0.084963155,17.23368482,1.48E-66,6.14E-65,S000000892,TRP2,1524,Verified,chrV,337949,339472,1,"Anthranilate synthase; catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p"
152,YER096W,189.6261602,1.497729701,0.194075958,7.7048584,1.31E-14,7.45E-14,S000000898,SHC1,1539,Verified,chrV,351698,353236,1,"Sporulation-specific activator of Chs3p (chitin synthase III); required for the synthesis of the chitosan layer of ascospores; transcriptionally induced at alkaline pH; SHC1 has a paralog, SKT5, that arose from the whole genome duplication"
153,YER121W,23.37234418,1.097557573,0.280195041,3.862398356,0.000112279,0.000256193,S000000923,YER121W,345,Uncharacterized,chrV,402375,402719,1,Putative protein of unknown function; may be involved in phosphatase regulation and/or generation of precursor metabolites and energy
154,YER133W-A,82.74140313,1.084379674,0.211501067,5.109352222,3.23E-07,9.75E-07,S000028756,YER133W-A,342,Dubious,chrV,437191,437532,1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF YER134C"
155,YER175C,2073.932665,4.811163639,0.194745116,24.62730099,6.44E-134,2.24E-131,S000000977,TMT1,900,Verified,chrV,539464,540363,-1,"Trans-aconitate methyltransferase; cytosolic enzyme that catalyzes the methyl esterification of 3-isopropylmalate, an intermediate of the leucine biosynthetic pathway, and trans-aconitate, which inhibits the citric acid cycle"
156,YER175W-A,31.98859373,1.601923674,0.268749617,5.861416272,4.59E-09,1.65E-08,S000028625,YER175W-A,165,Uncharacterized,chrV,540650,540814,1,"Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
157,YER176W,937.5307874,1.005629047,0.184317473,5.455019881,4.90E-08,1.60E-07,S000000978,ECM32,3366,Verified,chrV,541690,545055,1,"DNA dependent ATPase/DNA helicase; helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination; interacts with the translation termination factors, localized to polysomes"
158,YER184C,252.5060298,1.198112862,0.195237604,6.132809284,8.63E-10,3.37E-09,S000000986,TOG1,2385,Verified,chrV,556296,558680,-1,"Transcriptional activator of oleate genes; regulates genes involved in fatty acid utilization; zinc cluster protein; deletion confers sensitivity to Calcufluor white, and prevents growth on glycerol or lactate as sole carbon source"
159,YER185W,89.81129764,1.584474793,0.319340197,4.976118592,6.49E-07,1.90E-06,S000000987,PUG1,912,Verified,chrV,559454,560365,1,Plasma membrane protein involved in protoprophyrin and heme transport; roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins
160,YER187W,29.1310331,1.327238954,0.283255729,4.599178468,4.24E-06,1.13E-05,S000000989,YER187W,426,Uncharacterized,chrV,566230,566655,1,Putative protein of unknown function; induced in respiratory-deficient cells
161,YER188C-A,15.39283611,1.240869087,0.34768306,3.489920167,0.000483165,0.001008933,S000028764,YER188C-A,300,Uncharacterized,chrV,569608,569907,-1,Putative protein of unknown function
162,YFL019C,23.26646375,2.547511454,0.337600977,6.765502157,1.33E-11,6.04E-11,S000001875,YFL019C,354,Uncharacterized,chrVI,100252,100605,-1,Putative protein of unknown function; conserved across S. cerevisiae strains; YFL019C is not an essential gene
163,YFL020C,28.75398228,1.565757126,0.321418013,4.78919181,1.67E-06,4.69E-06,S000001874,PAU5,369,Verified,chrVI,99231,99599,-1,Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; induced during alcoholic fermentation; induced by low temperature and also by anaerobic conditions; negatively regulated by oxygen and repressed by heme
164,YFL028C,578.9715738,1.856292105,0.144216199,12.86091585,7.47E-38,1.26E-36,S000001866,CAF16,870,Verified,chrVI,79344,80213,-1,Part of evolutionarily-conserved CCR4-NOT regulatory complex; contains single ABC-type ATPase domain but no transmembrane domain; interacts with several subunits of Mediator
165,YFL030W,204.2036496,1.236884532,0.210826839,5.865183654,4.49E-09,1.62E-08,S000001864,AGX1,1158,Verified,chrVI,76831,77988,1,"Alanine:glyoxylate aminotransferase (AGT); catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast; similar to mammalian and plant alanine:glyoxylate aminotransferases; human homolog AGXT complements yeast null mutant"
166,YFL041W-A,17.32567503,1.259241593,0.315703199,3.898869401,9.66E-05,0.000222286,S000028547,YFL041W-A,192,Uncharacterized,chrVI,48734,48925,1,Putative protein of unknown function; identified by fungal homology and RT-PCR
167,YFL042C,438.2988307,1.10022903,0.097502066,11.27833496,1.68E-29,2.07E-28,S000001852,LAM5,2025,Verified,chrVI,45720,47744,-1,"Putative sterol transfer protein; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; localizes to membrane contact sites throughout the cell, including nucleus-vacuole junctions and ER-mitochondrial contact sites"
168,YFL044C,344.8125395,1.12638968,0.102062513,11.02538587,2.88E-28,3.38E-27,S000001850,OTU1,906,Verified,chrVI,44655,45560,-1,Deubiquitylation enzyme that binds to the chaperone-ATPase Cdc48p; may contribute to regulation of protein degradation by deubiquitylating substrates that have been ubiquitylated by Ufd2p; member of the Ovarian Tumor (OTU) family; protein abundance increases in response to DNA replication stress
169,YFL046W,225.4047249,1.420463295,0.174984238,8.107354304,5.17E-16,3.24E-15,S000001848,FMP32,624,Verified,chrVI,42815,43438,1,"Putative assembly factor for cytochrome c oxidase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; has similarity to human MCUR1/CCDC90A"
170,YFL060C,60.80016914,1.008652471,0.257776502,3.902731864,9.51E-05,0.000219103,S000001834,SNO3,669,Verified,chrVI,10301,10969,-1,Protein of unknown function; nearly identical to Sno2p; expression is induced before the diauxic shift and also in the absence of thiamin
171,YFR003C,169.526453,1.022150948,0.154009425,6.62916013,3.38E-11,1.48E-10,S000001899,YPI1,468,Verified,chrVI,152657,153124,-1,"Regulatory subunit of the type I protein phosphatase (PP1) Glc7p; Glc7p participates in the regulation of a variety of metabolic processes including mitosis and glycogen metabolism; in vitro evidence suggests Ypi1p is an inhibitor of Glc7p while in vivo evidence suggests it is an activator; overproduction causes decreased cellular content of glycogen; partial depletion causes lithium sensitivity, while overproduction confers lithium-tolerance"
172,YFR008W,57.30480185,1.156533275,0.175231493,6.550340019,5.74E-11,2.47E-10,S000001904,FAR7,666,Verified,chrVI,160535,161200,1,"Protein involved in recovery from pheromone-induced cell cycle arrest; acts in a Far1p-independent pathway; interacts with Far3p, Far8p, Far9p, Far10p, and Far11p; protein abundance increases in response to DNA replication stress"
173,YFR023W,25.15083086,1.735169696,0.335826284,4.986202496,6.16E-07,1.81E-06,S000001919,PES4,1836,Verified,chrVI,199874,201709,1,"Poly(A) binding protein, suppressor of DNA polymerase epsilon mutation; PES4 has a paralog, MIP6, that arose from the whole genome duplication"
174,YFR025C,722.2426082,1.525900982,0.124483774,12.25218476,1.64E-34,2.49E-33,S000001921,HIS2,1008,Verified,chrVI,203743,204750,-1,"Histidinolphosphatase; catalyzes the eighth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control"
175,YFR046C,91.71732739,1.144139794,0.200726423,5.685458479,1.30E-08,4.52E-08,S000001942,CNN1,1086,Verified,chrVI,243074,244159,-1,"Kinetochore protein; associated with the essential kinetochore proteins Nnf1p and Spc24p; phosphorylated by Clb5-Cdk1, Mps1p, Ipl1p and to a lesser extent by Clb2-Cdk1; localizes to the lower region of the Ndc80 complex during anaphase and regulates KMN activity by inhibiting the Mtw1 and Spc105 complexes from binding to the Ndc80 complex; similar to metazoan CENP-T"
176,YFR047C,1682.741902,1.043805023,0.098410119,10.60821449,2.73E-26,2.92E-25,S000001943,BNA6,888,Verified,chrVI,244279,245166,-1,Quinolinate phosphoribosyl transferase; required for the de novo biosynthesis of NAD from tryptophan via kynurenine; expression regulated by Hst1p
177,YFR049W,274.5538344,1.062116246,0.097913132,10.83566047,2.33E-27,2.64E-26,S000001945,YMR31,372,Verified,chrVI,248523,248894,1,"Subunit of the mitochondrial alpha-ketoglutarate dehydrogenase; recruits E3 subunit (Lpd1p) to the E1-E2 (Kgd1p, Kgd2p) core; has similarity to human mitochondrial ribosomal protein MRP-S36"
178,YFR054C,29.10422172,1.369426486,0.312445921,4.321880545,1.55E-05,3.88E-05,S000001950,YFR054C,579,Uncharacterized,chrVI,258855,259433,-1,Putative protein of unknown function; conserved among S. cerevisiae strains
179,YGL026C,9175.093415,1.22553782,0.105545878,11.61183309,3.59E-31,4.75E-30,S000002994,TRP5,2124,Verified,chrVII,446412,448535,-1,Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis
180,YGL032C,1030.034772,1.469243034,0.122337281,12.00497921,3.35E-33,4.81E-32,S000003000,AGA2,264,Verified,chrVII,436570,436833,-1,"Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds"
181,YGL047W,117.9481315,1.116863304,0.145197242,7.667908429,1.75E-14,9.87E-14,S000003015,ALG13,609,Verified,chrVII,411552,412160,1,Catalytic component of UDP-GlcNAc transferase; required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases; protein abundance increases in response to DNA replication stress; both human homologs ALG13 and ALG14 are required to complement yeast alg13 mutant
182,YGL053W,290.1384087,1.072754932,0.108279809,9.89844078,4.23E-23,3.84E-22,S000003021,PRM8,714,Verified,chrVII,402589,403302,1,"Pheromone-regulated protein; contains with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family; PRM8 has a paralog, PRM9, that arose from a segmental duplication"
183,YGL059W,466.8456818,2.408343453,0.192825677,12.46710043,1.13E-35,1.77E-34,S000003027,PKP2,1476,Verified,chrVII,392223,393698,1,Mitochondrial protein kinase; negatively regulates activity of the pyruvate dehydrogenase complex by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp1p and phosphatases Ptc5p and Ptc6p; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
184,YGL062W,1979.105091,1.442129356,0.135510232,10.63795758,1.98E-26,2.14E-25,S000003030,PYC1,3537,Verified,chrVII,385196,388732,1,"Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"
185,YGL096W,105.1581163,1.007710179,0.166180753,6.047206575,1.47E-09,5.63E-09,S000003064,TOS8,831,Verified,chrVII,325331,326161,1,"Homeodomain-containing protein and putative transcription factor; found associated with chromatin; target of SBF transcription factor; induced during meiosis and under cell-damaging conditions; TOS8 has a paralog, CUP9, that arose from the whole genome duplication"
186,YGL104C,432.65958,1.71385955,0.152124698,11.25536723,2.18E-29,2.68E-28,S000003072,VPS73,1461,Verified,chrVII,308713,310173,-1,"Mitochondrial protein; mutation affects vacuolar protein sorting; putative transporter; member of the sugar porter family; VPS73 has a paralog, YBR241C, that arose from the whole genome duplication"
187,YGL117W,1211.777363,5.527491196,0.245750154,22.29132287,4.49E-110,8.01E-108,S000003085,YGL117W,798,Uncharacterized,chrVII,288512,289309,1,Putative protein of unknown function
188,YGL121C,294.7078505,2.71542047,0.186260071,14.45513699,2.33E-47,5.47E-46,S000003089,GPG1,381,Verified,chrVII,280777,281157,-1,Proposed gamma subunit of the heterotrimeric G protein; interacts with the receptor Gpr1p; involved in regulation of pseudohyphal growth; requires Gpb1p or Gpb2p to interact with Gpa2p; overproduction causes prion curing
189,YGL125W,1504.662155,1.418296095,0.111034142,12.77721418,2.20E-37,3.67E-36,S000003093,MET13,1803,Verified,chrVII,272520,274322,1,"Major isozyme of methylenetetrahydrofolate reductase; catalyzes the reduction of 5,10-methylenetetrahydrofolate to 5-methyltetrahydrofolate in the methionine biosynthesis pathway"
190,YGL141W,656.428328,1.055163479,0.074165021,14.22159127,6.73E-46,1.51E-44,S000003109,HUL5,2733,Verified,chrVII,238353,241085,1,"Multiubiquitin chain assembly factor (E4); proteasome processivity factor that elongates polyUb chains on substrates, opposing Ubp6p, a branched polyubiquitin protease; required for retrograde transport of misfolded proteins during ERAD; required for ubiquitination of a subset of cytosolic misfolded proteins upon heat shock"
191,YGL146C,105.6847849,1.021939602,0.181334915,5.633637104,1.76E-08,6.02E-08,S000003114,RRT6,936,Uncharacterized,chrVII,228751,229686,-1,"Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; contains two putative transmembrane spans, but no significant homology to other known proteins"
192,YGL154C,231.6296403,1.56839403,0.199377475,7.853421742,4.05E-15,2.39E-14,S000003122,LYS5,819,Verified,chrVII,215278,216096,-1,Phosphopantetheinyl transferase involved in lysine biosynthesis; converts inactive apo-form of Lys2p (alpha-aminoadipate reductase) into catalytically active holo-form by posttranslational addition of phosphopantetheine
193,YGL156W,719.3527947,1.100937536,0.095799265,11.49173316,1.45E-30,1.87E-29,S000003124,AMS1,3252,Verified,chrVII,210416,213667,1,Vacuolar alpha mannosidase; involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway
194,YGL157W,781.2070747,1.331783028,0.087691981,15.17993967,4.80E-52,1.29E-50,S000003125,ARI1,1044,Verified,chrVII,209006,210049,1,NADPH-dependent aldehyde reductase; utilizes aromatic and alophatic aldehyde substrates; member of the short-chain dehydrogenase/reductase superfamily
195,YGL180W,432.6395371,1.462348025,0.154895777,9.435048412,3.91E-21,3.18E-20,S000003148,ATG1,2694,Verified,chrVII,160065,162758,1,Protein serine/threonine kinase; required for vesicle formation in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; structurally required for phagophore assembly site formation; during autophagy forms a complex with Atg13p and Atg17p; essential for cell cycle progression from G2/M to G1 under nitrogen starvation
196,YGL184C,286.66095,1.760768535,0.21535305,8.163089373,3.27E-16,2.07E-15,S000003152,STR3,1398,Verified,chrVII,154615,156012,-1,Peroxisomal cystathionine beta-lyase; converts cystathionine into homocysteine; may be redox regulated by Gto1p; involved in the release of the aromatic thiol 3-mercaptohexanol during wine fermentation
197,YGL186C,1731.555974,1.087698131,0.107321676,10.13537723,3.85E-24,3.66E-23,S000003154,TPN1,1740,Verified,chrVII,151037,152776,-1,"Plasma membrane pyridoxine (vitamin B6) transporter; member of the purine-cytosine permease subfamily within the major facilitator superfamily; proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p"
198,YGL194C-A,139.2423947,1.747730527,0.146741506,11.850127,2.15E-32,3.03E-31,S000087160,YGL194C-A,243,Uncharacterized,chrVII,139719,139961,-1,Putative protein of unknown function; identified based on comparisons of the genome sequences of six Saccharomyces species; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum
199,YGL219C,490.0496991,1.078525874,0.103289912,10.43693147,1.68E-25,1.71E-24,S000003187,MDM34,1380,Verified,chrVII,82878,84257,-1,Mitochondrial component of the ERMES complex; links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; required for mitophagy; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase
200,YGL223C,507.3042355,1.400431926,0.13491544,10.37297612,3.29E-25,3.29E-24,S000003191,COG1,1254,Verified,chrVII,79112,80365,-1,Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments
201,YGL224C,621.0344963,1.730586632,0.159862069,10.81764371,2.84E-27,3.19E-26,S000003192,SDT1,843,Verified,chrVII,78015,78857,-1,"Pyrimidine nucleotidase; responsible for production of nicotinamide riboside and nicotinic acid riboside; overexpression suppresses the 6-AU sensitivity of transcription elongation factor S-II, as well as resistance to other pyrimidine derivatives; SDT1 has a paralog, PHM8, that arose from the whole genome duplication"
202,YGL229C,463.1643194,1.243621701,0.086322752,14.39458439,5.60E-47,1.30E-45,S000003198,SAP4,2457,Verified,chrVII,64503,66959,-1,"Protein required for function of the Sit4p protein phosphatase; member of a family of similar proteins that form complexes with Sit4p, including Sap155p, Sap185p, and Sap190p; SAP4 has a paralog, SAP155, that arose from the whole genome duplication"
203,YGL248W,476.5345916,1.518533189,0.134025037,11.32137378,1.03E-29,1.28E-28,S000003217,PDE1,1110,Verified,chrVII,35653,36762,1,"Low-affinity cyclic AMP phosphodiesterase; controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway; glucose induces transcription and inhibits translation"
204,YGL249W,110.2013087,1.14988276,0.180252434,6.36410949,1.96E-10,8.00E-10,S000003218,ZIP2,2115,Verified,chrVII,33098,35212,1,Meiosis-specific protein; involved in normal synaptonemal complex formation and pairing between homologous chromosomes during meiosis; relocalizes from mitochondrion to cytoplasm upon DNA replication stress
205,YGL258W,37.49128112,1.058132125,0.294552192,3.588582051,0.000332481,0.000711874,S000003227,VEL1,621,Verified,chrVII,11110,11730,1,"Protein of unknown function; highly induced in zinc-depleted conditions and has increased expression in NAP1 deletion mutants; VEL1 has a paralog, YOR387C, that arose from a single-locus duplication"
206,YGL258W-A,24.87135973,2.64435555,0.357687476,6.801811173,1.03E-11,4.74E-11,S000007607,YGL258W-A,234,Uncharacterized,chrVII,9162,9395,1,Putative protein of unknown function
207,YGL259W,48.21683002,2.51956171,0.291533987,8.36610039,5.96E-17,3.92E-16,S000003228,YPS5,498,Uncharacterized,chrVII,8470,8967,1,Protein with similarity to GPI-anchored aspartic proteases; such proteases are Yap1p and Yap3p; mCherry fusion protein localizes to the vacuole
208,YGR008C,374.1957338,1.308400422,0.179440587,7.289617119,3.11E-13,1.59E-12,S000003240,STF2,255,Verified,chrVII,508110,508364,-1,"Protein involved in resistance to desiccation stress; Stf2p exhibits antioxidant properties, and its overexpression prevents ROS accumulation and apoptosis; binds to F0 sector of mitochondrial F1F0 ATPase in vitro and may modulate the inhibitory action of Inh1p and Stf1p; protein abundance increases in response to DNA replication stress; STF2 has a paralog, TMA10, that arose from the whole genome duplication"
209,YGR016W,55.4537192,1.147845173,0.209003528,5.456797774,4.85E-08,1.58E-07,S000003248,YGR016W,573,Uncharacterized,chrVII,522261,522833,1,Putative protein of unknown function
210,YGR019W,1305.880429,1.399220813,0.087209888,16.04242973,6.46E-58,2.08E-56,S000003251,UGA1,1416,Verified,chrVII,525229,526644,1,Gamma-aminobutyrate (GABA) transaminase; also known as 4-aminobutyrate aminotransferase; involved in the 4-aminobutyrate and glutamate degradation pathways; required for normal oxidative stress tolerance and nitrogen utilization; protein abundance increases in response to DNA replication stress
211,YGR035C,383.078339,2.953130354,0.1263568,23.27301192,8.32E-120,1.73E-117,S000003267,YGR035C,351,Uncharacterized,chrVII,557072,557422,-1,"Putative protein of unknown function, potential Cdc28p substrate; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; YGR035C has a paralog, YLR346C, that arose from the whole genome duplication"
212,YGR043C,120.3504973,1.987780113,0.193732786,10.17596579,2.54E-24,2.43E-23,S000003275,NQM1,1002,Verified,chrVII,580435,581436,-1,"Transaldolase of unknown function; transcription is repressed by Mot1p and induced by alpha-factor and during diauxic shift; NQM1 has a paralog, TAL1, that arose from the whole genome duplication"
213,YGR051C,29.1486949,1.173353385,0.250658055,4.619484887,3.85E-06,1.03E-05,S000003283,YGR051C,324,Dubious,chrVII,592906,593229,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YGR051C is not an essential gene"
214,YGR066C,106.6140613,1.010532154,0.224960116,4.533602937,5.80E-06,1.53E-05,S000003298,YGR066C,879,Uncharacterized,chrVII,620921,621799,-1,Putative protein of unknown function
215,YGR070W,395.9926487,1.413998547,0.094139744,15.00300637,7.02E-51,1.84E-49,S000003302,ROM1,3468,Verified,chrVII,627806,631273,1,"Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP; ROM1 has a paralog, ROM2, that arose from the whole genome duplication"
216,YGR087C,64.41085531,2.228735661,0.276249737,7.860094262,3.84E-15,2.27E-14,S000003319,PDC6,1692,Verified,chrVII,651290,652981,-1,"Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"
217,YGR088W,215.7432514,1.166752623,0.185439171,6.290172933,3.17E-10,1.27E-09,S000003320,CTT1,1689,Verified,chrVII,654634,656322,1,Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide
218,YGR110W,236.7657712,1.523778298,0.193502151,7.868878902,3.58E-15,2.12E-14,S000003342,CLD1,1338,Verified,chrVII,713709,715046,1,Mitochondrial cardiolipin-specific phospholipase; functions upstream of Taz1p to generate monolyso-cardiolipin; transcription increases upon genotoxic stress; involved in restricting Ty1 transposition; has homology to mammalian CGI-58
219,YGR131W,60.25920701,1.0724124,0.221364188,4.833756719,1.34E-06,3.79E-06,S000003363,FHN1,525,Verified,chrVII,754726,755250,1,"Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif, which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog, NCE102, that arose from the whole genome duplication"
220,YGR154C,137.3425556,1.313302651,0.181593131,7.216967028,5.32E-13,2.67E-12,S000003386,GTO1,1071,Verified,chrVII,796798,797868,-1,Omega-class glutathione transferase; induced under oxidative stress; putative peroxisomal localization
221,YGR161C,794.8168901,2.897040026,0.157976657,18.30725585,7.24E-75,3.77E-73,S000003393,RTS3,792,Uncharacterized,chrVII,808629,809420,-1,Putative component of the protein phosphatase type 2A complex
222,YGR161W-C,127.2739677,1.778459428,0.162771547,10.86639038,1.67E-27,1.90E-26,S000029726,YGR161W-C,279,Uncharacterized,chrVII,810227,810505,1,Putative protein of unknown function; identified by sequence comparison with hemiascomycetous yeast species
223,YGR194C,367.5804212,1.031344813,0.099936321,10.31083931,6.29E-25,6.17E-24,S000003426,XKS1,1803,Verified,chrVII,886073,887875,-1,Xylulokinase; converts D-xylulose and ATP to xylulose 5-phosphate and ADP; rate limiting step in fermentation of xylulose; required for xylose fermentation by recombinant S. cerevisiae strains
224,YGR197C,408.6615781,1.301592115,0.186076659,6.994035432,2.67E-12,1.28E-11,S000003429,SNG1,1644,Verified,chrVII,892497,894140,-1,"Protein involved in resistance to nitrosoguanidine and 6-azauracil; expression is regulated by transcription factors involved in multidrug resistance; SNG1 has a paralog, YJR015W, that arose from the whole genome duplication"
225,YGR201C,227.4841508,1.0356564,0.162260081,6.380790251,1.76E-10,7.20E-10,S000003433,YGR201C,678,Uncharacterized,chrVII,902520,903197,-1,Putative protein of unknown function
226,YGR213C,99.65918306,1.239204094,0.242161859,5.107026582,3.27E-07,9.87E-07,S000003445,RTA1,954,Verified,chrVII,918512,919465,-1,"Protein involved in 7-aminocholesterol resistance; has seven potential membrane-spanning regions; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of protein; RTA1 has a paralog, YLR046C, that arose from the whole genome duplication"
227,YGR239C,285.5718796,1.302038372,0.151054856,8.613206292,7.10E-18,4.91E-17,S000003471,PEX21,867,Verified,chrVII,969187,970053,-1,Peroxin required for peroxisomal matrix protein targeting; acts on proteins containing the PTS2 targeting sequence; interacts with Pex7p; constitutively expressed; partially redundant with Pex18p; required for import of the Gpd1p-Pnc1p heterodimer in which only Gpd1p has a peroxisomal targeting signal; relative distribution to cytoplasmic foci increases upon DNA replication stress
