,ORF Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,SGD ID,Gene Name,Gene Length,Verified ORF?,Chromosome,Start,End,Strand,Description
123,YDR413C,12.4767657,-1.570702876,0.371456875,-4.080832685,4.49E-05,0.000106919,S000002821,YDR413C,576,Dubious,chrIV,1294836,1295411,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing"
124,YDR429C,996.7838957,-1.221735758,0.115263167,-10.59829724,3.03E-26,3.22E-25,S000002837,TIF35,825,Verified,chrIV,1324477,1325301,-1,eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough
125,YDR441C,319.0456403,-1.253310032,0.119923141,-10.4468861,1.51E-25,1.55E-24,S000002849,APT2,546,Verified,chrIV,1344517,1345062,-1,"Potential adenine phosphoribosyltransferase; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity; APT2 has a paralog, APT1, that arose from the whole genome duplication"
126,YDR449C,273.2792721,-2.410417021,0.130240002,-18.42900688,7.69E-76,4.18E-74,S000002857,UTP6,1323,Verified,chrIV,1357580,1358902,-1,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
127,YDR465C,420.3650122,-2.608952574,0.14437383,-18.0201312,1.35E-72,6.61E-71,S000002873,RMT2,1239,Verified,chrIV,1393336,1394574,-1,Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress
128,YDR491C,95.72607438,-2.493563289,0.207815583,-11.74406589,7.58E-32,1.03E-30,S000002899,YDR491C,492,Dubious,chrIV,1434500,1434991,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
129,YDR492W,690.269875,-2.634060613,0.104201277,-25.21117462,3.02E-140,1.35E-137,S000002900,IZH1,951,Verified,chrIV,1434924,1435874,1,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; transcription is regulated directly by Zap1p, expression induced by zinc deficiency and fatty acids; deletion increases sensitivity to elevated zinc; IZH1 has a paralog, IZH4, that arose from the whole genome duplication"
130,YDR496C,598.3947014,-2.578828695,0.147190623,-17.49435925,1.58E-68,6.87E-67,S000002904,PUF6,1971,Verified,chrIV,1441433,1443403,-1,"Pumilio-homology domain protein; binds the 3' UTR of ASH1 mRNA and represses its translation, resulting in proper asymmetric localization of ASH1 mRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; co-sediments with the 60S ribosomal subunit and is required for its biogenesis"
131,YDR502C,3410.670146,-2.831213289,0.247163273,-11.47346658,1.79E-30,2.30E-29,S000002910,SAM2,1155,Verified,chrIV,1453310,1454464,-1,S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; comparative analysis suggests that a mitochondrially targeted form may result from translation starting at a non-canonical codon upstream of the annotated start codon
132,YDR507C,684.1658818,-1.099230683,0.080334943,-13.6810414,1.32E-42,2.69E-41,S000002915,GIN4,3429,Verified,chrIV,1462358,1465786,-1,"Protein kinase involved in bud growth and assembly of the septin ring; proposed to have kinase-dependent and kinase-independent activities; undergoes autophosphorylation; similar to Hsl1p; GIN4 has a paralog, KCC4, that arose from the whole genome duplication"
133,YDR514C,141.8826649,-1.453015235,0.155435763,-9.328808741,1.07E-20,8.56E-20,S000002922,YDR514C,1452,Verified,chrIV,1471548,1472999,-1,"Protein of unknown function that localizes to mitochondria; overexpression affects endocytic protein trafficking; YDR514C has a paralog, GFD2, that arose from the whole genome duplication"
134,YEL026W,2038.055444,-1.9546101,0.160387518,-12.18639032,3.67E-34,5.55E-33,S000000752,SNU13,381,Verified,chrV,101943,102323,1,"RNA binding protein; part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein"
135,YEL033W,310.9771775,-1.907233083,0.176913925,-10.76920519,4.81E-27,5.35E-26,S000000759,MTC7,420,Uncharacterized,chrV,86179,86598,1,"Protein of unknown function; predicted metabolic role based on network analysis derived from ChIP experiments, a large-scale deletion study and localization of transcription factor binding sites; null mutant is sensitive to temperature oscillation in a cdc13-1 mutant"
136,YEL034C-A,3612.773986,-1.705945781,0.135666082,-12.57310542,2.97E-36,4.75E-35,S000028743,YEL034C-A,603,Dubious,chrV,85613,86215,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps HYP2/YEL034W, a verified gene that encodes eiF-5A"
137,YEL034W,2810.397049,-1.782410995,0.182085388,-9.78676193,1.28E-22,1.14E-21,S000000760,HYP2,474,Verified,chrV,85676,86149,1,"Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant"
138,YEL040W,3553.20889,-1.277193762,0.094929449,-13.45382092,2.92E-41,5.68E-40,S000000766,UTR2,1404,Verified,chrV,78053,79456,1,Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck
139,YEL042W,2006.082434,-1.415999756,0.135674464,-10.4362187,1.69E-25,1.72E-24,S000000768,GDA1,1557,Verified,chrV,73771,75327,1,"Guanosine diphosphatase located in the Golgi; involved in the transport of GDP-mannose into the Golgi lumen, converting GDP to GMP after mannose is transferred to substrates; null mutants are defective in sporulation and pre-meiotic S phase entry; orthologous to human ENTPD6, a meiosis-associated non-obstructive azoospermia (NOA) related gene identified in GWAS studies"
140,YEL054C,3373.873392,-1.110998541,0.110831808,-10.02380676,1.20E-23,1.10E-22,S000000780,RPL12A,498,Verified,chrV,52721,53218,-1,"Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog, RPL12B, that arose from the whole genome duplication"
141,YEL055C,1030.215224,-1.105977287,0.063530213,-17.40655158,7.36E-68,3.09E-66,S000000781,POL5,3069,Verified,chrV,48471,51539,-1,"DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA"
142,YER001W,862.0844499,-1.727343567,0.0987186,-17.49191776,1.65E-68,7.12E-67,S000000803,MNN1,2289,Verified,chrV,153520,155808,1,"Alpha-1,3-mannosyltransferase; integral membrane glycoprotein of the Golgi complex, required for addition of alpha1,3-mannose linkages to N-linked and O-linked oligosaccharides, one of five S. cerevisiae proteins of the MNN1 family"
143,YER002W,225.6704392,-1.742688318,0.225922535,-7.708111065,1.28E-14,7.28E-14,S000000804,NOP16,696,Verified,chrV,156803,157498,1,Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis
144,YER006W,769.0323243,-2.752025883,0.142202649,-19.3267811,3.20E-83,2.15E-81,S000000808,NUG1,1563,Verified,chrV,162723,164285,1,GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus
145,YER011W,235.5461102,-1.76435342,0.18856714,-9.336524651,9.95E-21,7.97E-20,S000000813,TIR1,765,Verified,chrV,175248,176012,1,Cell wall mannoprotein; expression is downregulated at acidic pH and induced by cold shock and anaerobiosis; abundance is increased in cells cultured without shaking; member of the Srp1p/Tip1p family of serine-alanine-rich proteins
146,YER025W,2421.547379,-1.315209153,0.139454874,-9.430508366,4.08E-21,3.32E-20,S000000827,GCD11,1584,Verified,chrV,205251,206834,1,Gamma subunit of the translation initiation factor eIF2; involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met; mutations in human ortholog cause X-linked intellectual disability (XLID)
147,YER036C,3078.891702,-1.796327674,0.13691372,-13.11918048,2.56E-39,4.65E-38,S000000838,ARB1,1833,Verified,chrV,223367,225199,-1,"ATPase of the ATP-binding cassette (ABC) family; involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p; human homolog ABCF2 can complement yeast ARB1 mutant"
148,YER042W,207.5784982,-1.939439306,0.224507247,-8.621786271,6.59E-18,4.57E-17,S000000844,MXR1,555,Verified,chrV,234937,235491,1,Methionine-S-sulfoxide reductase; involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan; reduced activity of human homolog implicated in Alzheimer disease
149,YER043C,9112.248748,-1.453443693,0.166914023,-8.709779145,3.04E-18,2.15E-17,S000000845,SAH1,1350,Verified,chrV,235770,237119,-1,S-adenosyl-L-homocysteine hydrolase; catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S-adenosyl-L-methionine (AdoMet) to an acceptor; regulates cellular lipid homoeostasis by regulating phosphatidylcholine(PC)synthesis and triacylglycerol (TG) levels
150,YER070W,2348.679301,-2.656025373,0.230132016,-11.53775681,8.51E-31,1.11E-29,S000000872,RNR1,2667,Verified,chrV,298950,301616,1,"Major isoform of large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis, regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits; relative distribution to the nucleus increases upon DNA replication stress; RNR1 has a paralog, RNR3, that arose from the whole genome duplication"
151,YER072W,3593.031653,-1.015304366,0.117325445,-8.652993164,5.02E-18,3.48E-17,S000000874,VTC1,390,Verified,chrV,302806,303195,1,"Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; VTC complex is involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion; also has mRNA binding activity; protein abundance increases in response to DNA replication stress"
152,YER075C,349.7122067,-1.186675968,0.110414852,-10.74317471,6.38E-27,7.07E-26,S000000877,PTP3,2787,Verified,chrV,308413,311199,-1,Phosphotyrosine-specific protein phosphatase; major role in the pheromone adaptive response through dephosphorylation of the Fus3p MAPK with a minor role by Ptp2p and Msg5p; minor role in the inactivation of Hog1p MAPK during osmolarity sensing with major role by Ptp2p; dephosphorylates and regulates the localization of Hog1p; minor role in the cell wall integrity pathway through tyrosine dephosphorylation of the MAPK Slt2p while Ptp2p plays a major role; localizes to the cytoplasm
153,YER082C,427.0520034,-2.125133916,0.099608088,-21.28923023,1.43E-100,1.79E-98,S000000884,UTP7,1665,Verified,chrV,324272,325936,-1,Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
154,YER110C,3325.785301,-2.312858492,0.155944343,-14.83099209,9.24E-50,2.31E-48,S000000912,KAP123,3342,Verified,chrV,378762,382103,-1,"Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1"
155,YER118C,502.788795,-1.059098409,0.098096768,-10.79399699,3.67E-27,4.10E-26,S000000920,SHO1,1104,Verified,chrV,397952,399055,-1,"Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p"
156,YER126C,414.7036535,-2.103292205,0.153783948,-13.66063259,1.74E-42,3.53E-41,S000000928,NSA2,786,Verified,chrV,413394,414179,-1,"Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
157,YER127W,251.5806823,-2.122858798,0.162816385,-13.00255596,1.18E-38,2.09E-37,S000000929,LCP5,1074,Verified,chrV,414481,415554,1,Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus
158,YER145C,3104.345376,-1.566508523,0.159382629,-9.830460899,8.32E-23,7.47E-22,S000000947,FTR1,1215,Verified,chrV,460526,461740,-1,High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress
159,YER156C,521.4995986,-1.318005336,0.148864204,-8.850128369,8.74E-19,6.42E-18,S000000958,YER156C,1017,Uncharacterized,chrV,483325,484341,-1,"Putative protein of unknown function; interacts with Hsp82p and copurifies with Ipl1p; expression is copper responsive and downregulated in strains deleted for MAC1, a copper-responsive transcription factor; similarity to mammalian MYG1"
160,YFL002C,407.0595355,-1.027403788,0.112579836,-9.124556156,7.20E-20,5.55E-19,S000001894,SPB4,1821,Verified,chrVI,145114,146934,-1,Putative ATP-dependent RNA helicase; nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients
161,YFL008W,380.4781889,-1.106729496,0.126751233,-8.729700187,2.55E-18,1.82E-17,S000001886,SMC1,3678,Verified,chrVI,119429,123106,1,"Subunit of the multiprotein cohesin complex; essential protein involved in chromosome segregation and in double-strand DNA break repair; SMC chromosomal ATPase family member, binds DNA with a preference for DNA with secondary structure"
162,YFL022C,2431.293706,-1.165029123,0.154775285,-7.526818841,5.20E-14,2.84E-13,S000001872,FRS2,1512,Verified,chrVI,93499,95010,-1,"Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar"
163,YFL023W,254.0000899,-2.094849418,0.155729972,-13.41363915,5.03E-41,9.71E-40,S000001871,BUD27,2391,Verified,chrVI,90986,93376,1,"Unconventional prefoldin protein involved in translation initiation; required for correct assembly of RNAP I, II, and III in an Rpb5p-dependent manner; shuttles between nucleus and cytoplasm; mutants have inappropriate expression of nutrient sensitive genes due to translational derepression of Gcn4p transcription factor; diploid mutants show random budding; ortholog of human URI/RMP"
164,YFL045C,3784.681214,-1.629857952,0.158605745,-10.27598938,9.04E-25,8.80E-24,S000001849,SEC53,765,Verified,chrVI,43628,44392,-1,Phosphomannomutase; involved in synthesis of GDP-mannose and dolichol-phosphate-mannose; required for folding and glycosylation of secretory proteins in the ER lumen
165,YFR001W,159.5451238,-1.216704293,0.244511367,-4.978521218,6.41E-07,1.88E-06,S000001897,LOC1,615,Verified,chrVI,149110,149724,1,Nucleolar protein involved in the asymmetric localization of ASH1 mRNA; binds cooperatively with She2p to the E3 zip-code element in the 3’-UTR of the mRNA; constituent of 66S pre-ribosomal particles involved in pre-rRNA processing and nuclear export of the 60S subunit; may facilitate Rpl43p loading; required post-transcriptionally for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; relocalizes from nucleus to cytoplasm upon DNA replication stress
166,YFR032C,12.57792443,-1.286318474,0.381081834,-3.318953387,0.000903555,0.00181291,S000001928,RRT5,870,Uncharacterized,chrVI,222090,222959,-1,Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation
167,YGL016W,764.0528361,-1.168915355,0.100511683,-11.62816997,2.96E-31,3.93E-30,S000002984,KAP122,3246,Verified,chrVII,461666,464911,1,Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance
168,YGL029W,83.86354648,-1.76614319,0.281930421,-6.24499198,4.24E-10,1.69E-09,S000002997,CGR1,363,Verified,chrVII,440063,440425,1,Protein involved in nucleolar integrity and processing of pre-rRNA; has a role in processing rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress; relocalizes from nucleus to nucleolus upon DNA replication stress
169,YGL035C,478.6105912,-1.022850814,0.086735474,-11.79037791,4.38E-32,6.05E-31,S000003003,MIG1,1515,Verified,chrVII,431548,433062,-1,"Transcription factor involved in glucose repression; sequence specific DNA binding protein containing two Cys2His2 zinc finger motifs; regulated by the SNF1 kinase and the GLC7 phosphatase; regulates filamentous growth along with Mig2p in response to glucose depletion; activated in stochastic pulses of nuclear localization, shuttling between cytosol and nucleus depending on external glucose levels and its phosphorylation state"
170,YGL055W,3471.004123,-2.70608915,0.109383963,-24.73326121,4.69E-135,1.83E-132,S000003023,OLE1,1533,Verified,chrVII,398628,400160,1,Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria
171,YGL078C,830.6569791,-2.266113784,0.130013951,-17.41849949,5.97E-68,2.52E-66,S000003046,DBP3,1572,Verified,chrVII,360288,361859,-1,"RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"
172,YGL097W,750.217955,-1.040465046,0.106570068,-9.762514031,1.63E-22,1.44E-21,S000003065,SRM1,1449,Verified,chrVII,321782,323230,1,"Nucleotide exchange factor for Gsp1p; localizes to the nucleus, required for nucleocytoplasmic trafficking of macromolecules; suppressor of the pheromone response pathway; potentially phosphorylated by Cdc28p; human homolog of the RAN GEF, RCC1, can complement a temperature sensitive point mutant"
173,YGL099W,547.5705121,-1.733103993,0.09794606,-17.68235027,5.74E-70,2.66E-68,S000003067,LSG1,1923,Verified,chrVII,314631,316553,1,Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm
174,YGL111W,444.0609706,-1.332437581,0.106277667,-12.53229554,4.97E-36,7.91E-35,S000003079,NSA1,1392,Verified,chrVII,299978,301369,1,Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis
175,YGL120C,1185.410503,-2.369261229,0.126607493,-18.70465058,4.54E-78,2.53E-76,S000003088,PRP43,2304,Verified,chrVII,281634,283937,-1,"RNA helicase in the DEAH-box family; functions in both RNA polymerase I and polymerase II transcript metabolism; catalyzes removal of U2, U5, and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex; required for efficient biogenesis of both small- and large-subunit rRNAs; acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p"
176,YGL123W,18380.94481,-1.000985684,0.149268476,-6.705728905,2.00E-11,9.01E-11,S000003091,RPS2,765,Verified,chrVII,277617,278381,1,Protein component of the small (40S) subunit; essential for control of translational accuracy; phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy; methylated on one or more arginine residues by Hmt1p; homologous to mammalian ribosomal protein S2 and bacterial S5
177,YGL147C,4637.05113,-1.117660477,0.147067449,-7.598942636,2.99E-14,1.66E-13,S000003115,RPL9A,576,Verified,chrVII,227754,228329,-1,"Ribosomal 60S subunit protein L9A; homologous to mammalian ribosomal protein L9 and bacterial L6; RPL9A has a paralog, RPL9B, that arose from a single-locus duplication"
178,YGL169W,364.1764853,-1.370115998,0.099359216,-13.78072338,3.33E-43,6.98E-42,S000003137,SUA5,1281,Verified,chrVII,186059,187339,1,Protein involved in threonylcarbamoyl adenosine biosynthesis; Sua5p and Qri7p are necessary and sufficient for RNA t6A modification in vitro; null mutant lacks N6-threonylcarbamoyl adenosine (t6A) modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family; binds single-stranded telomeric DNA and null mutant has abnormal telomere length
179,YGL171W,281.5801764,-2.770269139,0.138145481,-19.91364548,3.10E-88,2.48E-86,S000003139,ROK1,1695,Verified,chrVII,182390,184084,1,"RNA-dependent ATPase; involved in pre-rRNA processing at sites A0, A1, and A2, and in control of cell cycle progression; contains two upstream open reading frames (uORFs) in 5' untranslated region which regulate translation"
180,YGL225W,2197.179334,-1.265648247,0.105845213,-11.95679595,5.98E-33,8.56E-32,S000003193,VRG4,1014,Verified,chrVII,76894,77907,1,"Golgi GDP-mannose transporter; regulates Golgi function and glycosylation in Golgi; VRG4 has a paralog, HVG1, that arose from the whole genome duplication"
181,YGL253W,11300.87435,-1.147788767,0.230602299,-4.976345153,6.48E-07,1.90E-06,S000003222,HXK2,1461,Verified,chrVII,23935,25395,1,"Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1"
182,YGL255W,2433.02405,-1.696472804,0.275472084,-6.210425339,5.28E-10,2.09E-09,S000003224,ZRT1,1131,Verified,chrVII,20978,22108,1,High-affinity zinc transporter of the plasma membrane; responsible for the majority of zinc uptake; transcription is induced under low-zinc conditions by the Zap1p transcription factor
183,YGR014W,2789.228915,-1.385154179,0.095111686,-14.5630806,4.82E-48,1.15E-46,S000003246,MSB2,3921,Verified,chrVII,516943,520863,1,Mucin family member involved in various signaling pathways; functions as osmosensor in the Sho1p-mediated HOG pathway; functions in Cdc42p- and MAP kinase-dependent filamentous growth signaling pathway; processed into secreted and cell-associated forms by aspartyl protease Yps1p; potential Cdc28p substrate
184,YGR054W,1732.28553,-1.171462895,0.117472553,-9.971802644,2.03E-23,1.86E-22,S000003286,YGR054W,1929,Verified,chrVII,596693,598621,1,"Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A"
185,YGR079W,402.1030792,-3.210075034,0.193158548,-16.54782959,1.66E-61,6.03E-60,S000003311,YGR079W,1113,Uncharacterized,chrVII,640720,641832,1,Putative protein of unknown function; YGR079W is not an essential gene
186,YGR083C,676.8840786,-1.13045277,0.118057527,-9.574128327,1.03E-21,8.66E-21,S000003315,GCD2,1956,Verified,chrVII,644860,646815,-1,Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression
187,YGR090W,1421.988271,-1.292979527,0.082516232,-15.6678407,2.51E-55,7.62E-54,S000003322,UTP22,3714,Verified,chrVII,662358,666071,1,Component of the small-subunit processome; required for nuclear export of tRNAs; may facilitate binding of Utp8p to aminoacylated tRNAs and their delivery to Los1p for export; conserved from yeast to mammals
188,YGR103W,1095.084626,-2.939134467,0.135888877,-21.60445573,1.63E-103,2.27E-101,S000003335,NOP7,1818,Verified,chrVII,695417,697234,1,Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation
189,YGR109C,52.85309054,-1.432795404,0.178763116,-7.965306238,1.65E-15,1.00E-14,S000003341,CLB6,1143,Verified,chrVII,705359,706501,-1,"B-type cyclin involved in DNA replication during S phase; activates Cdc28p to promote initiation of DNA synthesis; functions in formation of mitotic spindles along with Clb3p and Clb4p; most abundant during late G1; CLB6 has a paralog, CLB5, that arose from the whole genome duplication"
190,YGR123C,566.8698853,-2.039218855,0.159542816,-12.7732333,2.31E-37,3.86E-36,S000003355,PPT1,1542,Verified,chrVII,736662,738203,-1,Protein serine/threonine phosphatase; regulates Hsp90 chaperone by affecting its ATPase and cochaperone binding activities; has similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth
191,YGR128C,610.8583741,-1.974025168,0.122951598,-16.04462489,6.23E-58,2.02E-56,S000003360,UTP8,2142,Verified,chrVII,747950,750091,-1,Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
192,YGR138C,834.5718554,-2.879223412,0.128263009,-22.33315602,1.76E-110,3.24E-108,S000003370,TPO2,1845,Verified,chrVII,763762,765606,-1,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; TPO2 has a paralog, TPO3, that arose from the whole genome duplication"
193,YGR140W,217.022046,-1.443345372,0.109523837,-13.16004466,1.49E-39,2.76E-38,S000003372,CBF2,2871,Verified,chrVII,767429,770299,1,"Essential kinetochore protein; component of the CBF3 multisubunit complex that binds to the CDEIII region of the centromere; Cbf2p also binds to the CDEII region possibly forming a different multimeric complex, ubiquitinated in vivo; sumoylated in an Mms21p-dependent manner; relative distribution to the spindle pole body decreases upon DNA replication stress"
194,YGR145W,418.5155751,-3.380423797,0.150656815,-22.24064774,1.39E-109,2.41E-107,S000003377,ENP2,2124,Verified,chrVII,781767,783890,1,"Component of the SSU; required for pre-18S rRNA processing, biogenesis of the small ribosomal subunit; interacts with U3 snoRNA, Mpp10p and Bfr2p; contains WD repeats, and has homology to Spb1p"
195,YGR151C,23.34065571,-1.110946739,0.34287487,-3.223933266,0.001264429,0.002481233,S000003383,YGR151C,336,Dubious,chrVII,794655,794990,-1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF RSR1/BUD1/YGR152C; relative distribution to the nucleus increases upon DNA replication stress"
196,YGR155W,4701.216035,-1.233769,0.132038861,-9.343670106,9.31E-21,7.46E-20,S000003387,CYS4,1524,Verified,chrVII,798543,800066,1,"Cystathionine beta-synthase; catalyzes synthesis of cystathionine from serine and homocysteine, the first committed step in cysteine biosynthesis; responsible for hydrogen sulfide generation; advances passage through START by promoting cell growth which requires catalytic activity, and reducing critical cell size independent of catalytic activity; mutations in human ortholog CBS cause homocystinuria; human CBS can complement yeast null mutant"
197,YGR157W,4476.962228,-1.110663211,0.148181766,-7.495801839,6.59E-14,3.58E-13,S000003389,CHO2,2610,Verified,chrVII,802440,805049,1,Phosphatidylethanolamine methyltransferase (PEMT); catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis
198,YGR159C,2149.683281,-3.671223966,0.193129766,-18.99819478,1.77E-80,1.13E-78,S000003391,NSR1,1245,Verified,chrVII,806412,807656,-1,Nucleolar protein that binds nuclear localization sequences; required for pre-rRNA processing and ribosome biogenesis; binds to single stranded telomeric DNA and mRNA; methylated by Hmt1p; interaction with Top1p and nucleolar localization are negatively regulated by polyphosphorylation
199,YGR160W,259.7261753,-3.891245635,0.182791632,-20.77401084,7.44E-96,7.75E-94,S000003392,YGR160W,612,Dubious,chrVII,807073,807684,1,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
200,YGR162W,2308.755078,-1.877587687,0.122528681,-15.32228379,5.43E-53,1.50E-51,S000003394,TIF4631,2859,Verified,chrVII,824059,826917,1,"Translation initiation factor eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) that also contains eIF4E (Cdc33p); interacts with Pab1p and with eIF4A (Tif1p); also has a role in biogenesis of the large ribosomal subunit; TIF4631 has a paralog, TIF4632, that arose from the whole genome duplication"
201,YGR173W,337.0937336,-1.485986769,0.115218413,-12.88734635,5.30E-38,9.06E-37,S000003405,RBG2,1107,Verified,chrVII,843854,844960,1,Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein
202,YGR177C,217.968398,-1.082857438,0.122019261,-8.868964718,7.38E-19,5.44E-18,S000003409,ATF2,1608,Verified,chrVII,848829,850436,-1,"Alcohol acetyltransferase; may play a role in steroid detoxification; forms volatile esters during fermentation, which is important for brewing and winemaking"
